question,company,rating,position,date,comments
"You seem like a people pleaser, do you think that is a good or bad trait for someone in this position?",Interviewed at UnitedHealth Group,3.6,Clinical Data Analyst,5 Feb 2013,1
Quick response and smooth process to initiate the interview.  Contact through Email and phone call. Very professional and good trained recruiter. Flexible appointment spots that I can choose from.,Interviewed at Intuit,4.4,Business Data Analyst,19 Dec 2017,1
"One question involved describing a specific real-life situation they were dealing with and asked, ""How would you approach this?""",Interviewed at Columbia Sportswear,3.8,Data Governance Analyst,18 Dec 2021,1
Why do you interest in this job?,Interviewed at Capital One,4.0,Senior Data Analyst,11 May 2018,1
Why are you interested in being a data analyst,Interviewed at FDM Group,3.2,Data Analyst,15 Dec 2014,1
Tell us about your experience,Interviewed at SoundCloud,3.9,Data Analyst,19 Jun 2019,1
"Ask me about myself, my university project & experience, see your characteristics. Go through my resume.",Interviewed at Edwards Lifesciences,3.9,Data Analyst,17 May 2022,1
Tell me about yourself and working experience related to this job.,Interviewed at Gojek,4.0,Data Analyst,23 May 2022,1
Why are you keen on data analytics,Interviewed at Royal Bank of Scotland International,4.0,Data Analyst,30 Sept 2020,1
Reverse the Product ID [123-4567-980 to 089-7654-123],Interviewed at Jar (India),3.4,Data Analyst Intern,22 Jul 2024,1
What do you know about Keyence,Interviewed at Keyence,3.8,Data Analyst,5 Nov 2017,1
Asked about my work experience history and how I have got to where I am,Interviewed at Marks & Spencer,3.7,Data Analyst,9 Apr 2024,1
They asked me salary expectation,Interviewed at Publicis Sapient,3.6,Data Analyst,24 Feb 2024,1
How you get the analysis,Interviewed at Anheuser-Busch InBev,3.6,Data Analyst,19 Jul 2022,1
Calculate inpatient length of stay with multiple record per patient per episode.,Interviewed at L.A. Care Health Plan,3.3,Clinical Data Analyst,8 Mar 2016,1
How do you deal with outlines,Interviewed at Anheuser-Busch InBev,3.6,Data Analyst Intern,28 Feb 2017,1
"Round 1: Guesstimates and SQL questions
Round 2: SQL and Python
Round 3: Several Case Studies based on business problems
Round 4: General HR questions",Interviewed at Myntra,3.7,Data Analyst,26 Nov 2020,1
about SQL! what is Normalization!,Interviewed at Deloitte,4.0,Data Analyst,18 Sept 2021,1
"Group Discussion for 30 mins
Technical Round 15 mins",Interviewed at Deloitte,4.0,Data Analyst,17 Oct 2021,1
"No questions about actual technical experience was asked.  All questions were very informal with no format. I don't believe they asked me any behavioral questions.   

1.  If we hire you and you finish your degree, will you be leaving this job soon after?",Interviewed at UnitedHealth Group,3.6,Data Analyst,24 Oct 2020,1
"They were interested in teamwork experience, people interactions and working under pressure",Interviewed at Deloitte,4.0,Data Analyst,28 Jul 2024,1
2 Dsa questions very basic ones like reverse a string or find unique elements in the given array.,Interviewed at Deloitte,4.0,Data Analyst,3 Sept 2024,1
Standard types of join with example,Interviewed at Optum,3.5,Senior Data Analyst,4 Dec 2024,1
About my projects.,Interviewed at Ipsos,3.4,Junior Data Analyst,27 Sept 2020,1
They asked about my experience and what I was working on at my current company at the time.,Interviewed at Acxiom,3.6,Data Analyst,19 Jan 2021,1
Explain some of the projects that you have done?,Interviewed at Inspire Brands,3.3,Data Analyst,10 May 2024,1
What is the largest sample size you work with in your previous or current role?,Interviewed at UnitedHealth Group,3.6,Data Analyst,27 Apr 2021,1
Tell me about yourself.,Interviewed at Capital One,4.0,Associate Data Analyst,11 Mar 2020,1
technical,Interviewed at Johnson Controls,3.7,Data Analyst,8 Nov 2017,1
What experience do you have in SAS ?,Interviewed at CGI,3.8,Data Analyst,10 Apr 2024,1
Why Davita?,Interviewed at DaVita,3.3,Data Analyst,17 May 2015,1
Name a time you had to overcome an obstacle to complete a project.,Interviewed at Capital One,4.0,Data Analyst,28 Apr 2013,1
What are your three biggest weaknesses?,Interviewed at Capital One,4.0,Data Analyst,9 Mar 2013,1
"Onsite case question were mostly Math based with logical conclusions to be withdrawn
Case 1: All bank terms with value were given like %APR , ROI, transaction types etc. and Profit/Loss was asked to calculate. 

Case2: Call center data with numbers. X number of Call Centers with Y number of employees and their effective time of response for a call in minutes. What is the average of each center, if one employee is dropped off call what should be the level of response.
The case interviewer clearly makes you understand the situation with hints. 

You got to answer the proper numbers with conlusions.

Behavioural round is pretty straight forward and like any other HR rounds.

There were 10 people interviewed on same day. The process is arranged properly with accommodation and food facility. Cap One did best to make sure the candidates are given proper facility.",Interviewed at Capital One,4.0,MIS Data Analyst,10 Nov 2013,1
Case Interview questions,Interviewed at Capital One,4.0,Data Analyst,24 Feb 2014,1
my second case interview where I has to calculate the  increase in revenue from campaign,Interviewed at Capital One,4.0,Senior Data Analyst,1 Apr 2014,1
Behavioral qs.,Interviewed at Capital One,4.0,Data Analyst,26 Sept 2014,1
"1. a puzzel, a monk has x flowers and he has to visit 3 shrines and give away some flowers and after visiting a shrine he visits a pond and his flowers doubles, when he exits he doesn't have any flowers",Interviewed at Deloitte,4.0,Audit Data Analyst,12 Sept 2023,1
HW Q1: a series of questions on insurance data from Kaggle.,Interviewed at Insurify,4.1,Data Analyst/Data Scientist,3 Nov 2021,1
SQL Normalization: how it works and why,Interviewed at EPAM Systems,4.0,Data Analyst Training Program,2 Nov 2023,1
"You seem like a people pleaser, do you think that is a good or bad trait for someone in this position?",Interviewed at UnitedHealth Group,3.6,Clinical Data Analyst,5 Feb 2013,1
Name a time you had to overcome an obstacle to complete a project.,Interviewed at Capital One,4.0,Data Analyst,28 Apr 2013,1
"Onsite case question were mostly Math based with logical conclusions to be withdrawn
Case 1: All bank terms with value were given like %APR , ROI, transaction types etc. and Profit/Loss was asked to calculate. 

Case2: Call center data with numbers. X number of Call Centers with Y number of employees and their effective time of response for a call in minutes. What is the average of each center, if one employee is dropped off call what should be the level of response.
The case interviewer clearly makes you understand the situation with hints. 

You got to answer the proper numbers with conlusions.

Behavioural round is pretty straight forward and like any other HR rounds.

There were 10 people interviewed on same day. The process is arranged properly with accommodation and food facility. Cap One did best to make sure the candidates are given proper facility.",Interviewed at Capital One,4.0,MIS Data Analyst,10 Nov 2013,1
Case Interview questions,Interviewed at Capital One,4.0,Data Analyst,24 Feb 2014,1
my second case interview where I has to calculate the  increase in revenue from campaign,Interviewed at Capital One,4.0,Senior Data Analyst,1 Apr 2014,1
Strengths and weaknesses.,Interviewed at Children's Mercy Hospitals and Clinics,3.7,Data Analyst,23 Apr 2019,1
do you find it easy to distinguish between right and wrong?,Interviewed at Gallup,4.4,Organisational Data Analyst,27 May 2010,1
Quick response and smooth process to initiate the interview.  Contact through Email and phone call. Very professional and good trained recruiter. Flexible appointment spots that I can choose from.,Interviewed at Intuit,4.4,Business Data Analyst,19 Dec 2017,1
technical,Interviewed at Johnson Controls,3.7,Data Analyst,8 Nov 2017,1
Business Cases,Interviewed at Wayfair,2.9,Data Operations Analyst,16 Apr 2018,1
[EQ] Tell me a time where you succeeded/had an accomplishment,Interviewed at Capital One,4.0,Data Analyst/Associate,27 Oct 2019,1
What is your learning Process when approaching a new subject ?,Interviewed at Capital One,4.0,Data Analyst,4 Mar 2020,1
Tell me about yourself.,Interviewed at Capital One,4.0,Associate Data Analyst,11 Mar 2020,1
Write Java Code,Interviewed at Wayfair,2.9,Data Analyst,25 Nov 2019,1
"Do you feel you could easily transition from an Account Manager role into a Data Analyst position because in this role, you will not be in contact with the customer.  It's a lot of numbers and analysis 8 hours a day?",Interviewed at CVS Health,3.2,Data Analyst,17 Jun 2011,1
Some VaR calculation. What kind of method I choose to use. How to validate a VaR model.,Interviewed at DTCC,3.9,Data Analyst,12 Jun 2012,1
Would you agree to a reduction in pay?,Interviewed at CVS Health,3.2,Senior Data Analyst,20 Mar 2013,1
What is the difference between correlation and causation? Do you know statistics? Do you know SAS? Describe your experience with modeling data. Why do you want to work here? Why should we hire you?,Interviewed at Acumen,2.9,Data Analyst,11 Mar 2020,1
Describe a research project you have previously worked on?,Interviewed at Acumen,2.9,"Data and Policy Analyst I, Writer/Coordinator",22 Jul 2020,1
What are your skills and experience,Interviewed at Deloitte,4.0,Data Analyst,21 Jul 2023,1
"Q. Tell me a bit about yourself. 
Q. Asked questions related to preious work experience. 
Q. Any challenge which you faced during your work.",Interviewed at Trimble,4.0,Marketing Data Analyst,4 Dec 2024,1
Business Cases,Interviewed at Wayfair,2.9,Data Operations Analyst,16 Apr 2018,1
"Questions about my Experience, Data Analytics, job experience etc",Interviewed at NYU Langone Health,4.4,Data Analyst,6 Jul 2018,1
Write Java Code,Interviewed at Wayfair,2.9,Data Analyst,25 Nov 2019,1
What would you do if you were asked to optimize the pick up and delivery of goods?,Interviewed at Stericycle,3.2,Data Analyst,1 Nov 2019,1
Why Lockton/What do you know about Lockton?,Interviewed at Lockton Companies,4.1,Pharmacy Data Analyst,26 Aug 2023,1
Work through a business case on pricing,Interviewed at Wayfair,2.9,Data Analyst,12 Jan 2021,1
"One question involved describing a specific real-life situation they were dealing with and asked, ""How would you approach this?""",Interviewed at Columbia Sportswear,3.8,Data Governance Analyst,18 Dec 2021,1
Why do you interest in this job?,Interviewed at Capital One,4.0,Senior Data Analyst,11 May 2018,1
Behavioral interview - usually questions that have to do with obstacles/teamwork/leadership/people skills. Was asked three questions. The first was describe a time you had to learn something new to complete a task.,Interviewed at Capital One,4.0,Data Analyst Intern,27 Mar 2017,1
"Case interview - had to graph the relationship between two variables, had to find the equation for relationship between variables",Interviewed at Capital One,4.0,Data Analyst Intern,27 Mar 2017,1
Behavioral qs.,Interviewed at Capital One,4.0,Data Analyst,26 Sept 2014,1
A business insights question,Interviewed at Wayfair,2.9,Data Analyst Intern,24 Jan 2019,1
Why Lockton/What do you know about Lockton?,Interviewed at Lockton Companies,4.1,Pharmacy Data Analyst,26 Aug 2023,1
"Questions about my Experience, Data Analytics, job experience etc",Interviewed at NYU Langone Health,4.4,Data Analyst,6 Jul 2018,1
Tenes experiencia trabajando en IT,Interviewed at Claro,4.0,Data Analyst,20 Apr 2023,1
"Given X dollars per visit and click on site, with Y conversion rate, how much money did we make on this ad campaign?",Interviewed at Wayfair,2.9,Data Analyst,5 Dec 2016,1
2 Dsa questions very basic ones like reverse a string or find unique elements in the given array.,Interviewed at Deloitte,4.0,Data Analyst,3 Sept 2024,1
Behavioral interview - usually questions that have to do with obstacles/teamwork/leadership/people skills. Was asked three questions. The first was describe a time you had to learn something new to complete a task.,Interviewed at Capital One,4.0,Data Analyst Intern,27 Mar 2017,1
"Case interview - had to graph the relationship between two variables, had to find the equation for relationship between variables",Interviewed at Capital One,4.0,Data Analyst Intern,27 Mar 2017,1
Strengths and weaknesses.,Interviewed at Children's Mercy Hospitals and Clinics,3.7,Data Analyst,23 Apr 2019,1
Simple profit/loss questions based on the credit card company working strategy,Interviewed at Capital One,4.0,Senior Data Analyst,23 Dec 2015,1
They asked me to read a balance sheet.,Interviewed at Dynamo Software,4.2,Financial Data Analyst,7 Aug 2024,1
