question,company,rating,position,date,comments
How RAG system works. Explain the Architecture of RAG model.,Interviewed at Tata Consultancy Services,3.7,ML/AI Engineer,29 Nov 2024,0
"Tell me about the LLM architecture?
Transformers explanation?
What is the deployment and fine tuning methods for LLMs ?
About RAGs?",Interviewed at Tata Consultancy Services,3.7,Generative AI Engineer,6 Jan 2025,0
Q: Which is the latest version of YOLO?,Interviewed at Devsinc,3.8,Senior AI Engineer,15 Apr 2024,0
Q. What is the optimal path for an agent to move given the example,Interviewed at Shield AI,3.8,AI Engineer,20 Mar 2024,0
How do you find stakeholders,Interviewed at Humana,3.7,AI Change Agent,31 Jul 2024,0
Knowldge of Modern machine learning. They ask question around your domain.,Interviewed at Humana,3.7,Senior AI Engineer,28 Oct 2020,0
"Salary expectations, previous experience, technical AI interview",Interviewed at Muse Group,5,Head of AI,29 Sept 2023,0
Write a python code in Jupyter notebook to check palindrome text.,Interviewed at Ciklum,4,Generative AI Engineer,5 Apr 2024,0
Tell me about Yourself. Why Force Factor?,Interviewed at Force Factor,4.9,AI Fall Co - Op,20 Feb 2025,0
Q. What is the optimal path for an agent to move given the example,Interviewed at Shield AI,3.8,AI Engineer,20 Mar 2024,0
How have you faced/handled rejection in school/professional life?,Interviewed at IBM,3.9,AI Engineer,5 Dec 2024,0
Find the square root of a number,Interviewed at IBM,3.9,AI Engineer,3 Mar 2025,0
"Given a binary tree and two nodes in the tree, write an algorithm that finds the nodes lowest common ancestor in the tree.",Interviewed at IBM,3.9,AI Researcher,11 Nov 2021,0
sql and leet code questions,Interviewed at IBM,3.9,AI engineer,25 May 2024,0
ML and GenAI questions scaling from basic to hard.,Interviewed at IBM,3.9,AI Engineer,25 Oct 2024,0
What is BERT What is pytorch,Interviewed at IBM,3.9,AI Engineer Intern,31 Jul 2023,0
"Basic python coding output questions related to strings, basic data structures, functions, lambda functions, numpy, pandas",Interviewed at IBM,3.9,AI Engineer,2 Aug 2023,0
Hackerrank programming test online test,Interviewed at IBM,3.9,AI Engineer,28 Mar 2024,0
Machine learning algorithms?,Interviewed at IBM,3.9,Automation Engineer(AI Watson),21 Mar 2021,0
"Topics related to,

1. Probability and Statistics
2. Linear Algebra
3. Competitive programming.
4. ML and Deep Learning related (Basics will suffice). 
5. Puzzles. 

In short, know the conceptual understanding of the subjects you undergo in graduate/undergraduate studies.",Interviewed at Capillary Technologies,3.8,Intern At AI Team,17 Jan 2021,0
¿Dónde te ves en 5 años?,Interviewed at Telefónica,4.1,AI Ops Engineer,18 Oct 2022,0
overall AI strategy experience and I obliged with a detailed background.,Interviewed at Slalom,3.7,AI Strategist,12 Apr 2024,0
LLM GPU Config related questions,Interviewed at TEKsystems,3.8,AI Engineer,27 Mar 2024,0
How do you fine-tune open-source LLMs?,Interviewed at Skypoint,4.3,Senior AI Engineer,17 Feb 2024,0
what do you know about Kubernetes,Interviewed at Tokopedia,4.2,AI Engineer,14 Feb 2023,0
Q: Could you introduce what is the dilation in the convolution layer?,Interviewed at Qualcomm,3.9,AI platform software engineer,15 Oct 2023,0
Implement CNN using simple matrix multiplication,Interviewed at Snap,3.6,AI Engineer,6 Mar 2024,0
What is the time complexity of accessing an element in a Hash table?,Interviewed at RBC,4,Machine Learning Software Engineer Borealis AI,27 May 2022,0
"K-means, research projects, system design, leetcode-style coding",Interviewed at Bloomberg,4,AI Research Intern,13 Dec 2023,0
"ML open-ended questions:
1) Design multi-class news classification model.
2) Design a predictive model that outputs rent rates building owners should charge the tenants. Did linear regression model.

Leetcode problem: Binary tree vertical order traversal.",Interviewed at Bloomberg,4,AI Research Engineer,24 Apr 2021,0
"They have asked what is yield,decorators and they have given one question and told to do it in list comprehension s and they have given some basic questions and also difference between list,tuple and dictionary and at last they have given 2 sum problem",Interviewed at Tiger Analytics,4,AI/ML Engineer,10 Dec 2024,0
What is precision and recall?,Interviewed at bet365,3.5,Junior AI Engineer,9 Jul 2024,0
Describe a time you missed a deadline how did you handle it ?,Interviewed at bet365,3.5,Junior AI Engineer,9 Jul 2024,0
- Your past experience - Your projects - How did you resolve the problems,Interviewed at bet365,3.5,Graduate AI Engineer,16 Aug 2023,0
Question similar to merge sort and analysis of its computational and storage complexity,Interviewed at KLA,4,AI Algorithms Engineer,16 Nov 2019,0
They asked about projects that I'd done.,Interviewed at KLA,4,AI/ML Engineer Intern,24 Sept 2023,0
What's the achievement you're most proud of?,Interviewed at Avanade,3.8,Data and AI Velocity Programmer,9 Jun 2022,0
"F.: ""Was war das letzte, was Du gelernt hast und wie bist du es angegangen?""",Interviewed at Avanade,3.8,AI/ML Engineer,26 May 2024,0
"Q. Explain the approach of solving
Q. Reasoning behind using the ML algorithm
Q, Checking if other methods were used/adopted",Interviewed at Biz2Credit,4.3,AI/Data Science Internship,5 Feb 2024,0
What model would you use for forecasting with noisy data?,Interviewed at BNY,3.5,AI Intern,8 Jul 2023,0
"Probability theory (Bayes' theorem, graphical models, etc.) and fundamentals of machine learning.",Interviewed at GSK,4.1,AI/ML Engineer,4 Oct 2023,0
Why they should hire me and not other applicants?,Interviewed at Amazon,3.6,GO-AI Associate,15 Aug 2023,0
Explain about yourself &amp; project etc.,Interviewed at Amazon,3.6,GO-AI Associate,11 Oct 2023,0
Numerical Reasoning Logical Reasoning Verbal Reasoning Work Personality Questionnaire,Interviewed at Amazon,3.6,GO-AI Associate,16 Oct 2023,0
"What are your weakness
What can you bring to the team",Interviewed at Bombardier,3.9,AI Research Intern,30 Jun 2024,0
They asked ML model training questions.,Interviewed at AMD,3.9,AI Engineer,10 Feb 2025,0
Azure data engineering architectural diagram,Interviewed at GSK,4.1,Principal Architect - Data &amp; AI,30 Jan 2025,0
Tell me about a time you did not meet a deadline and how did you deal with it.,Interviewed at GSK,4.1,AI Engineer,10 Jan 2025,0
Explain different ways to prevent overfitting,Interviewed at GSK,4.1,AI/ML Engineer,10 Oct 2024,0
Questions on multi-access edge computing use cases.,Interviewed at Red Hat,4.2,Senior Director of AI/ML Innovation and Operations,30 Jul 2021,0
"Asked me about my background in AI/NLP/RAG/Software Development, etc.",Interviewed at Teragonia,-0.10000000149011612,AI Engineer,26 Mar 2025,0
What challenges did you overcome?,Interviewed at Viettel Digital,3.7,AI Engineer,26 Mar 2025,0
"Introduction
What do you know about role
Example for how you overcome difficulties
What do you know about amazon",Interviewed at Amazon,3.6,GO-AI Associate,3 Jun 2024,0
"Tell me about the time when you made a mistake, how you corrected it, and what you learned from that.",Interviewed at Amazon,3.6,GO-AI Associate,6 Jun 2024,0
What things would I do to improve the customers experience?,Interviewed at PolyAI,4.6,AI Support Engineer/Specialist,29 Mar 2024,0
What do u understand about ai,Interviewed at Amazon,3.6,AI Data Validator,26 Feb 2024,0
Cual era mi disponibilidad de hacer OT.,Interviewed at Amazon,3.6,GO-AI Associate,16 Mar 2024,0
Tell me a time when you’ve had to deal a difficult situation and what you did to turn it around?,Interviewed at PolyAI,4.6,AI Support Engineer/Specialist,29 Mar 2024,0
Tell me about yourself and non technical questions,Interviewed at Amazon,3.6,GO-AI Associate,17 Jul 2024,0
Behavioral questions involving overcoming obstacles in research.,Interviewed at Amazon,3.6,AI Research Scientist,24 Aug 2022,0
Explain about yourself &amp; project etc.,Interviewed at Amazon,3.6,GO-AI Associate,11 Oct 2023,0
Numerical Reasoning Logical Reasoning Verbal Reasoning Work Personality Questionnaire,Interviewed at Amazon,3.6,GO-AI Associate,16 Oct 2023,0
TBU STAR Salary expectation Why non tech,Interviewed at Amazon,3.6,GO-AI Associate,19 Oct 2023,0
The questions are mostly on the star method.,Interviewed at Amazon,3.6,GO-AI Associate,30 Oct 2023,0
Why they should hire me and not other applicants?,Interviewed at Amazon,3.6,GO-AI Associate,15 Aug 2023,0
Les questions concernant les connaissance dans le domaine d'IA.,Interviewed at Expleo Group,3.4,AI R&amp;D,20 Nov 2024,0
Phone interview asked two questions related to their STAR method.,Interviewed at Amazon,3.6,Generative AI Strategist,26 Oct 2024,0
Describe a time when you had to analyze data or information to complete a project or task?,Interviewed at Amazon,3.6,GO-AI Associate,5 Aug 2024,0
Why do you want to work now as an associate rather than doing masters,Interviewed at Amazon,3.6,GO-AI Associate,13 Aug 2024,0
Che tipo di difficoltà ho avuto nello sviluppo di Agent AI,Interviewed at XTEL,2.9,AI Engineer,14 Mar 2025,0
"Tell me about yourself, projects, role",Interviewed at Amazon,3.6,GO-AI Associate,20 Sept 2024,0
Describe a ML project pipeline.,Interviewed at Nokia,4,AI/ML Intern,2 Feb 2025,0
"hackerrank
describe an RNN
describe attention
what do you know about reinforcement learning",Interviewed at GSK,4.1,AI Research Scientist,1 Mar 2022,0
"Probability theory (Bayes' theorem, graphical models, etc.) and fundamentals of machine learning.",Interviewed at GSK,4.1,AI/ML Engineer,4 Oct 2023,0
What do you mean by strategy when it comes to AI?,Interviewed at Sanofi,4,Data and AI Analyst,25 Feb 2024,0
Tell me about your experience.,Interviewed at Figma,4.2,ML/AI Engineer,26 Apr 2024,0
What model would you use for forecasting with noisy data?,Interviewed at BNY,3.5,AI Intern,8 Jul 2023,0
Tell me about your self,Interviewed at Vodafone,3.9,AI & Automation Engineer,11 Sept 2021,0
Q; Are you into tech? How would you use technology for this role? Q; How would you deal with monotonous work? Q; What do you think are good attributes for this role? Q; What mark will you leave behind on your team that they'll remember you by? Q; Why Apple? Q; What will you do in the first 3 months of joining Apple?,Interviewed at Apple,4.1,AI/ML Annotation Associate,16 Feb 2023,0
Explain linear regression to someone without a non technical background and then explain it to someone who is technical.,Interviewed at Apple,4.1,AI/ML Intern,22 Nov 2022,0
Basic things about my experience and work permit,Interviewed at Apple,4.1,Data &amp; AI Specialist,23 Nov 2022,0
How well do you handle repetitive tasks?,Interviewed at Apple,4.1,AI/Siri Annotation Analyst,22 Feb 2023,0
How do you deal with monotonous work What you do to keep work confidential (or something like that) How did you react when you had a disagreement with your manager in the past,Interviewed at Apple,4.1,AI Data Annotator,6 Mar 2023,0
"Given a spam filtering system, answer questions about different classifiers, and precision and recall.",Interviewed at Apple,4.1,AI/ML Intern,13 Sept 2024,0
Leetcode easy 2D array problem,Interviewed at Apple,4.1,AI/ML Intern,18 Oct 2024,0
Why do you choose the job?,Interviewed at Apple,4.1,AI Machine Learning,4 Apr 2021,0
"software engineering, coding, research and bq",Interviewed at Apple,4.1,AI/ML Intern,26 Feb 2024,0
A time when you had to make a decision under pressure.,Interviewed at BT Group,3.7,Data Science &amp; AI Graduate Program,18 Dec 2023,0
"Programming interview, logical quizzes, behavioral questions",Interviewed at Bending Spoons,4.8,AI Engineer,18 Jul 2023,0
"Personality tests, logic and comprehension tasks, area-specific challenges, problem-solving exercises and scenarios",Interviewed at Bending Spoons,4.8,AI Research Engineer,16 Aug 2023,0
Cannot disclosure questions in this form.,Interviewed at Bending Spoons,4.8,AI Software Engineer,22 Sept 2023,0
Company policy doesn't allow the questions to be disclosed.,Interviewed at Bending Spoons,4.8,AI Engineer,13 Nov 2023,0
One question was related to the use-cases of Vector DBs vs Relational DBs.,Interviewed at CACI International,3.8,Junior AI Engineer,13 Mar 2025,0
What would make you happy in a job?,Interviewed at Bending Spoons,4.8,AI Researcher,15 Jan 2022,0
How does the experience on your resume apply to this role?,Interviewed at Blizzard Entertainment,3.5,Associate Gameplay AI Engineer,12 Jul 2022,0
Can you tell us about your favourite tradition or celebration in Ukraine?,Interviewed at Outlier AI,3.2,Remote AI Trainer,30 Apr 2024,0
tell about your previous role,Interviewed at Outlier AI,3.2,Trainer ai,1 May 2024,0
How would you rate this prompt?,Interviewed at Outlier AI,3.2,AI Writer,16 Dec 2024,0
What will you contribute to AI?,Interviewed at Outlier AI,3.2,Remote AI Trainer,20 Dec 2024,0
